Term1	Term2	String1	String2	Mean	StdDev	RawScores
columbus,_ohio	wales	Columbus, Ohio	Wales	31.4000	37.2215	[1, 88, 64, 0, 4]
madrid	alfa_romeo	Madrid	Alfa Romeo	31.2000	17.6114	[43, 52, 32, 29, 0]
moscow_kremlin	ottoman_empire	Moscow Kremlin	Ottoman Empire	31.2000	26.1335	[21, 11, 0, 58, 66]
university_of_the_punjab	indian_army	University of the Punjab	Indian Army	31.0000	33.2491	[0, 0, 45, 79]
ban_ki-moon	unicef	Ban Ki-Moon	UNICEF	31.0000	40.6387	[100, 3, 21, 0]
national_security_agency	german_army	National Security Agency	German Army	30.4000	25.3030	[53, 0, 57, 42, 0]
world_trade_organization	united_states_department_of_homeland_security	World Trade Organization	United States Department of Homeland Security	30.2000	35.0565	[0, 84, 0, 60, 7]
north_america	conagra_foods	North America	ConAgra Foods	30.0000	31.6733	[86, 0, 38, 26, 0]
federal_highway_administration	habitat_for_humanity	Federal Highway Administration	Habitat for Humanity	30.0000	38.2832	[42, 8, 100, 0, 0]
sweden	istanbul	Sweden	Istanbul	29.6000	19.9960	[53, 1, 43, 40, 11]
new_york_city	united_states_national_guard	New York City	United States National Guard	29.4000	29.0627	[14, 10, 80, 0, 43]
the_louvre	leipzig_university	The Louvre	Leipzig University	29.0000	28.5570	[0, 4, 43, 69]
beijing	international_olympic_committee	Beijing	International Olympic Committee	29.0000	23.7171	[0, 27, 66, 23]
bill_gates	tumblr	Bill Gates	Tumblr	28.8000	37.2634	[0, 91, 0, 53, 0]
united_nations_security_council	world_economic_forum	United Nations Security Council	World Economic Forum	28.6000	35.9088	[0, 0, 59, 0, 84]
phoenix_suns	world_boxing_organization	Phoenix Suns	World Boxing Organization	28.4000	33.0188	[58, 0, 78, 6, 0]
johann_sebastian_bach	vienna	Johann Sebastian Bach	Vienna	28.2500	36.2586	[0, 1, 23, 89]
miles_davis	frank_gehry	Miles Davis	Frank Gehry	28.2000	32.0087	[0, 73, 61, 7, 0]
dale_earnhardt,_jr.	lamborghini	Dale Earnhardt, Jr.	Lamborghini	28.2000	25.1746	[52, 0, 60, 29, 0]
qianlong_emperor	cleopatra	Qianlong Emperor	Cleopatra	27.7500	24.1286	[56, 0, 8, 47]
ferrari	fc_barcelona	Ferrari	FC Barcelona	27.7500	28.1281	[0, 62, 0, 49]
world_trade_organization	london_school_of_economics	World Trade Organization	London School of Economics	27.7500	21.6145	[58, 0, 36, 17]
moscow_kremlin	white_house_press_corps	Moscow Kremlin	White House Press Corps	27.4000	26.8894	[48, 0, 68, 21, 0]
norway	london	Norway	London	27.0000	21.8403	[0, 30, 18, 60]
glenn_beck	john_mccain	Glenn Beck	John McCain	27.0000	24.0728	[28, 0, 15, 65]
mcdonald's	ibm	McDonald's	IBM	26.7500	17.4266	[18, 32, 5, 52]
fyodor_dostoyevsky	vienna	Fyodor Dostoyevsky	Vienna	26.6000	37.3984	[19, 13, 100, 1, 0]
fc_bayern_munich	technical_university_munich	F.C. Bayern Munich	Technical University Munich	26.6000	35.5055	[6, 93, 0, 34, 0]
spanish_armed_forces	united_states_department_of_homeland_security	Spanish Armed Forces	United States Department of Homeland Security	26.4000	23.2689	[18, 70, 0, 22, 22]
richard_pryor	tupac_shakur	Richard Pryor	Tupac Shakur	26.2500	26.6493	[0, 46, 0, 59]
moscow_kremlin	international_olympic_committee	Moscow Kremlin	International Olympic Committee	26.2500	26.6493	[46, 0, 59, 0]
noam_chomsky	alcoa	Noam Chomsky	Alcoa	26.0000	39.4715	[0, 94, 0, 10]
antonio_banderas	fc_barcelona	Antonio Banderas	FC Barcelona	25.8000	31.0638	[29, 16, 84, 0, 0]
the_louvre	paris_saint-germain_f.c.	The Louvre	Paris Saint-Germain F.C.	25.7500	22.8842	[17, 13, 8, 65]
australia	luxembourg	Australia	Luxembourg	25.7500	16.0526	[3, 21, 47, 32]
winston_churchill	danube	Winston Churchill	Danube	25.7500	40.1147	[95, 0, 8, 0]
abraham_lincoln	american_civil_liberties_union	Abraham Lincoln	American Civil Liberties Union	25.6000	32.8183	[83, 0, 42, 0, 3]
ayn_rand	joseph_stalin	Ayn Rand	Joseph Stalin	25.6000	27.3686	[61, 4, 57, 0, 6]
united_states	goldman_sachs	United States	Goldman Sachs	25.6000	26.0430	[51, 0, 63, 7, 7]
nicholas_ii_of_russia	franklin_d._roosevelt	Nicholas II of Russia	Franklin D. Roosevelt	25.4000	21.2471	[53, 3, 44, 27, 0]
barack_obama	united_nations_security_council	Barack Obama	United Nations Security Council	24.6000	22.9835	[52, 19, 1, 0, 51]
barack_obama	national_endowment_for_the_arts	Barack Obama	National Endowment for the Arts	24.6000	32.2466	[87, 20, 0, 16, 0]
paris	guangzhou	Paris	Guangzhou	24.5000	27.7984	[24, 70, 4, 0]
bugatti	boeing	Bugatti	Boeing	24.2000	28.8680	[11, 4, 81, 6, 19]
river_thames	carnegie_mellon_university	River Thames	Carnegie Mellon University	24.0000	34.9857	[90, 0, 0, 0, 30]
arjuna	karachi	Arjuna	Karachi	24.0000	34.9857	[0, 12, 84, 0]
cao_cao	london	Cao Cao	London	24.0000	29.1136	[75, 0, 7, 38, 0]
american_ballet_theatre	national_collegiate_athletic_association	American Ballet Theatre	National Collegiate Athletic Association	23.8000	19.1039	[46, 4, 43, 26, 0]
oscar_wilde	paris	Oscar Wilde	Paris	23.6000	38.4947	[5, 100, 0, 13, 0]
james_patterson	chicago_police_department	James Patterson	Chicago Police Department	23.2500	39.6949	[0, 92, 1, 0]
dick_cheney	iran	Dick Cheney	Iran	23.0000	17.8101	[42, 3, 33, 37, 0]
tony_blair	the_louvre	Tony Blair	The Louvre	23.0000	24.2796	[35, 0, 57, 0]
james_patterson	canada	James Patterson	Canada	22.7500	26.9757	[0, 0, 25, 66]
george_w._bush	united_states_olympic_committee	George W. Bush	United States Olympic Committee	22.7500	23.2096	[52, 0, 0, 39]
hezbollah	university_of_hamburg	Hezbollah	University of Hamburg	22.6000	23.1828	[14, 58, 0, 41, 0]
british_airways	university_of_oxford	British Airways	University of Oxford	22.5000	20.5609	[18, 16, 0, 56]
united_kingdom	paris_saint-germain_f.c.	United Kingdom	Paris Saint-Germain F.C.	22.5000	33.9743	[0, 9, 81, 0]
americorps	child_protective_services	AmeriCorps	Child Protective Services	22.2500	37.9630	[1, 0, 88, 0]
narendra_modi	indian_space_research_organisation	Narendra Modi	Indian Space Research Organisation	22.2500	36.8265	[0, 3, 86, 0]
euphrates	mexico_city	Euphrates	Mexico City	22.2000	27.6000	[0, 0, 48, 0, 63]
oceania	south_america	Oceania	South America	22.0000	26.1534	[0, 0, 24, 64]
martin_luther_king,_jr.	albert_einstein	Martin Luther King, Jr.	Albert Einstein	21.7500	28.1281	[70, 12, 3, 2]
berlin	european_central_bank	Berlin	European Central Bank	21.7500	37.6721	[0, 87, 0, 0]
vienna	lamborghini	Vienna	Lamborghini	21.7500	37.6721	[0, 87, 0, 0]
budapest	shanghai	Budapest	Shanghai	21.2500	32.8890	[7, 0, 78, 0]
lithuania	royal_new_zealand_air_force	Lithuania	Royal New Zealand Air Force	21.0000	30.3842	[0, 2, 79, 0, 24]
tiger_woods	united_states_soccer_federation	Tiger Woods	United States Soccer Federation	21.0000	30.3579	[27, 0, 78, 0, 0]
budapest	romanian_academy	Budapest	Romanian Academy	21.0000	36.3731	[0, 0, 0, 84]
fc_bayern_munich	german_army	F.C. Bayern Munich	German Army	21.0000	23.8537	[0, 0, 26, 58]
world_economic_forum	communist_party_of_great_britain	World Economic Forum	Communist Party of Great Britain	21.0000	34.5601	[0, 0, 16, 0, 89]
a._r._rahman	kolkata	A. R. Rahman	Kolkata	20.8000	30.7337	[22, 1, 0, 1, 80]
athens	united_states_olympic_committee	Athens	United States Olympic Committee	20.6000	26.0123	[22, 0, 11, 0, 70]
dilma_rousseff	colombia	Dilma Rousseff	Colombia	20.6000	30.2761	[7, 16, 0, 0, 80]
mount_ararat	roman_catholic_church	Mount Ararat	Catholic Church	20.2500	13.7181	[18, 25, 0, 38]
colin_firth	adele	Colin Firth	Adele	20.2500	28.0747	[68, 0, 0, 13]
north_korea	the_philippines	North Korea	Philippines	19.7500	33.6331	[0, 1, 78, 0]
himalayas	antarctica	Himalayas	Antarctica	19.7500	25.3414	[0, 12, 63, 4]
russia	national_security_agency	Russia	National Security Agency	19.6000	17.2696	[24, 0, 44, 30, 0]
united_states	forbidden_city	United States	Forbidden City	19.6000	18.2275	[43, 0, 17, 38, 0]
mount_vesuvius	shanghai	Mount vesuvius	Shanghai	19.5000	26.3201	[0, 14, 0, 64]
david_cameron	london_stock_exchange	David Cameron	London Stock Exchange	19.5000	32.0663	[75, 0, 3, 0]
moscow	german_army	Moscow	German Army	19.2500	19.1882	[5, 0, 49, 23]
world_boxing_organization	royal_australian_air_force	World Boxing Organization	Royal Australian Air Force	19.2500	21.8103	[0, 53, 0, 24]
boston_pops_orchestra	university_of_massachusetts_amherst	Boston Pops Orchestra	University of Massachusetts Amherst	19.0000	31.2010	[0, 3, 0, 73]
congo_river	mount_kenya	Congo River	Mount Kenya	18.8000	14.9853	[26, 29, 2, 37, 0]
j._k._rowling	albert_einstein	J. K. Rowling	Albert Einstein	18.4000	23.2258	[0, 0, 14, 15, 63]
china	united_states_olympic_committee	China	United States Olympic Committee	18.2500	20.2778	[0, 24, 0, 49]
bill_gates	j._k._rowling	Bill Gates	J. K. Rowling	18.0000	27.8209	[0, 0, 6, 66]
world_trade_organization	linkedin	World Trade Organization	LinkedIn	18.0000	22.4611	[0, 55, 0, 17]
william_shakespeare	edinburgh	William Shakespeare	Edinburgh	18.0000	21.2485	[0, 17, 2, 53]
united_nations_security_council	electronic_frontier_foundation	United Nations Security Council	Electronic Frontier Foundation	17.6000	20.0659	[4, 39, 0, 0, 45]
j._k._rowling	king_arthur	J. K. Rowling	King Arthur	17.6000	22.5796	[11, 0, 0, 16, 61]
michael_jordan	seattle_mariners	Michael Jordan	Seattle Mariners	17.5000	14.5688	[0, 7, 36, 27]
william_shakespeare	london_symphony_orchestra	William Shakespeare	London Symphony Orchestra	17.5000	21.8918	[55, 9, 0, 6]
warren_buffett	international_monetary_fund	Warren Buffett	International Monetary Fund	17.0000	24.0208	[10, 58, 0, 0]
turkey	united_nations_human_rights_council	Turkey	United Nations Human Rights Council	17.0000	25.9538	[67, 0, 0, 0, 18]
matt_damon	national_endowment_for_the_arts	Matt Damon	National Endowment for the Arts	17.0000	22.1133	[14, 0, 0, 54]
electronic_frontier_foundation	google	Electronic Frontier Foundation	Google	16.8000	20.9227	[0, 36, 0, 0, 48]
louis_xiv_of_france	bugatti	Louis XIV of France	Bugatti	16.7500	17.1956	[0, 0, 39, 28]
iceland	united_nations_security_council	Iceland	United Nations Security Council	16.7500	23.5942	[57, 0, 10, 0]
nile	algeria	Nile	Algeria	16.5000	28.5788	[0, 0, 66, 0]
dick_cheney	federal_highway_administration	Dick Cheney	Federal Highway Administration	16.5000	17.9513	[0, 23, 0, 43]
aishwarya_rai	seattle_mariners	Aishwarya Rai	Seattle Mariners	16.5000	25.2339	[0, 0, 6, 60]
bbc_worldwide	leicester_city_f.c.	BBC Worldwide	Leicester City F.C.	16.5000	21.9716	[0, 2, 10, 54]
university_of_cambridge	arsenal_f.c.	University of Cambridge	Arsenal F.C.	16.2000	16.5457	[41, 0, 10, 30, 0]
cuba	yandang_mountains	Cuba	Yandang Mountains	16.0000	21.6217	[9, 2, 53, 0]
francis_of_assisi	amnesty_international	Francis of Assisi	Amnesty International	16.0000	19.5959	[16, 0, 0, 48]
johannes_brahms	bruce_springsteen	Johannes Brahms	Bruce Springsteen	16.0000	23.8432	[7, 0, 57, 0]
wayne_gretzky	seattle_mariners	Wayne Gretzky	Seattle Mariners	15.7500	16.8579	[23, 0, 0, 40]
silvio_berlusconi	south_america	Silvio Berlusconi	South America	15.6000	21.6204	[0, 55, 23, 0, 0]
boeing	google	Boeing	Google	15.5000	26.8468	[0, 0, 0, 62]
seoul	eritrea	Seoul	Eritrea	15.5000	17.2699	[10, 2, 5, 45]
united_kingdom	mount_sinai	United Kingdom	Mount Sinai	15.4000	18.3041	[27, 0, 4, 46, 0]
kevin_durant	charlize_theron	Kevin Durant	Charlize Theron	15.4000	17.2928	[9, 22, 46, 0, 0]
sophocles	the_louvre	Sophocles	The Louvre	15.2500	22.4875	[6, 1, 54, 0]
tigris	united_states_department_of_agriculture	Tigris	United States Department of Agriculture	15.2500	24.1596	[0, 57, 0, 4]
trinity_college,_dublin	london_stock_exchange	Trinity College, Dublin	London Stock Exchange	15.0000	19.2224	[13, 0, 0, 47]
bob_dylan	los_angeles	Bob Dylan	Los Angeles	15.0000	16.0312	[0, 38, 22, 0]
nefertiti	ban_ki-moon	Nefertiti	Ban Ki-Moon	14.8000	8.9308	[12, 14, 25, 0, 23]
peru	himalayas	Peru	Himalayas	14.7500	25.5477	[0, 0, 0, 59]
new_york_city	london_stock_exchange	New York City	London Stock Exchange	14.7500	19.9296	[0, 3, 49, 7]
mark_rothko	lufthansa	Mark Rothko	Lufthansa	14.7500	20.1913	[0, 0, 10, 49]
himeji_castle	minas_tirith	Himeji Castle	Minas Tirith	14.7500	14.7542	[29, 0, 30, 0]
rand_paul	catskill_mountains	Rand Paul	Catskill Mountains	14.5000	25.1147	[0, 0, 58, 0]
river_thames	manchester_city_f.c.	River Thames	Manchester City F.C.	14.5000	17.2699	[0, 7, 44, 7]
mozambique	moscow_state_university	Mozambique	Moscow State University	14.4000	24.5487	[0, 0, 9, 0, 63]
john_kerry	george_harrison	John Kerry	George Harrison	14.4000	17.7719	[44, 26, 2, 0, 0]
river_thames	bbc_worldwide	River Thames	BBC Worldwide	14.2500	24.1078	[0, 1, 0, 56]
martin_van_buren	elizabeth_ii	Martin van Buren	Elizabeth II	14.2500	14.4633	[0, 0, 32, 25]
canada	british_airways	Canada	British Airways	14.2000	17.5317	[39, 0, 0, 0, 32]
oedipus	kim_jong-il	Oedipus	Kim Jong-il	14.2000	22.8771	[0, 0, 12, 0, 59]
stephen_king	target_corporation	Stephen King	Target Corporation	14.0000	14.8997	[6, 2, 23, 39, 0]
bill_clinton	mexico_city	Bill Clinton	Mexico City	14.0000	17.1464	[0, 42, 0, 14]
harvard_university	goldman_sachs	Harvard University	Goldman Sachs	13.7500	14.2894	[22, 0, 0, 33]
george_w._bush	yale_university	George W. Bush	Yale University	13.6000	26.7028	[67, 1, 0, 0, 0]
barack_obama	bric	Barack Obama	BRIC	13.5000	23.3827	[0, 54, 0, 0]
canada	world_trade_organization	Canada	World Trade Organization	13.4000	23.4572	[0, 0, 7, 0, 60]
kim_jong-il	tsing_hua_university	Kim Jong-il	Tsinghua University	13.2500	20.1665	[0, 48, 0, 5]
karl_marx	himeji_castle	Karl Marx	Himeji Castle	13.2500	17.9356	[7, 2, 44, 0]
oedipus	sparta	Oedipus	Sparta	13.2000	17.6341	[20, 1, 0, 45, 0]
j._k._rowling	frank_zappa	J. K. Rowling	Frank Zappa	12.8000	13.0445	[8, 9, 9, 38, 0]
gary_oldman	los_angeles	Gary Oldman	Los Angeles	12.8000	25.1030	[0, 1, 0, 63, 0]
elizabeth_ii	white_house_press_corps	Elizabeth II	White House Press Corps	12.8000	10.1469	[9, 8, 17, 30, 0]
mount_kenya	lagos	Mount Kenya	Lagos	12.8000	21.2170	[3, 0, 6, 55, 0]
oda_nobunaga	himeji_castle	Oda Nobunaga	Himeji Castle	12.8000	11.7030	[12, 24, 0, 28, 0]
winston_churchill	nepal	Winston Churchill	Nepal	12.6000	15.6665	[18, 4, 0, 41, 0]
national_collegiate_athletic_association	national_labor_relations_board	National Collegiate Athletic Association	National Labor Relations Board	12.6000	16.4146	[13, 6, 44, 0, 0]
emirates_(airline)	spanish_navy	Emirates (airline)	Spanish Navy	12.6000	16.4146	[6, 0, 44, 13, 0]
national_collegiate_athletic_association	university_of_delhi	National Collegiate Athletic Association	University of Delhi	12.5000	11.3248	[0, 3, 27, 20]
ralph_lauren	dalai_lama	Ralph Lauren	Dalai Lama	12.2500	21.2176	[0, 0, 0, 49]
queen_latifah	tumblr	Queen Latifah	Tumblr	12.2500	13.3487	[0, 32, 0, 17]
bob_dylan	tony_blair	Bob Dylan	Tony Blair	12.2500	13.9710	[0, 15, 34, 0]
international_atomic_energy_agency	university_of_tehran	International Atomic Energy Agency	University of Tehran	12.2500	21.2176	[0, 0, 49, 0]
cary_grant	new_york_city	Cary Grant	New York City	12.2500	17.3259	[0, 1, 6, 42]
vatican_museums	turkey	Vatican Museums	Turkey	12.2500	18.4442	[0, 5, 0, 44]
tokyo	colorado_river	Tokyo	Colorado River	12.0000	23.0130	[0, 0, 2, 0, 58]
george_w._bush	panama	George W. Bush	Panama	12.0000	13.0958	[13, 2, 33, 0]
lionel_messi	philip_ii_of_spain	Lionel Messi	Philip II of spain	12.0000	13.2665	[0, 32, 0, 16]
virgin_media	university_of_oxford	Virgin Media	University of Oxford	12.0000	12.0830	[0, 26, 0, 22]
jakarta	brazil	Jakarta	Brazil	11.8000	17.1860	[45, 12, 2, 0, 0]
john_steinbeck	zinedine_zidane	John Steinbeck	Zinedine Zidane	11.8000	15.4065	[19, 1, 0, 39, 0]
zhang_ziyi	universal_studios	Zhang Ziyi	Universal Studios	11.7500	20.3516	[0, 0, 0, 47]
dale_earnhardt,_jr.	north_america	Dale Earnhardt, Jr.	North America	11.7500	18.1159	[0, 4, 43, 0]
bogotá	drug_enforcement_administration	Bogotá	Drug Enforcement Administration	11.7500	19.2143	[0, 45, 0, 2]
united_states_marine_corps	alcoa	United States Marine Corps	Alcoa	11.7500	20.3516	[0, 0, 47, 0]
oxfam	university_of_toronto	Oxfam	University of Toronto	11.6000	20.3332	[0, 6, 0, 52, 0]
dizzy_gillespie	hillary_rodham_clinton	Dizzy Gillespie	Hillary Rodham Clinton	11.5000	19.9186	[0, 0, 0, 46]
ludwig_van_beethoven	italy	Ludwig van Beethoven	Italy	11.5000	17.1537	[0, 5, 0, 41]
claude_debussy	england	Claude Debussy	England	11.4000	11.6722	[9, 17, 0, 0, 31]
nefertiti	syria	Nefertiti	Syria	11.2500	18.3490	[0, 2, 43, 0]
rza	boston_pops_orchestra	RZA	Boston Pops Orchestra	11.2500	7.5952	[6, 24, 5, 10]
silvio_berlusconi	united_states_department_of_state	Silvio Berlusconi	United States Department of State	11.2500	12.5175	[10, 0, 32, 3]
danielle_steel	dale_earnhardt,_jr.	Danielle Steel	Dale Earnhardt, Jr.	11.2000	17.4287	[0, 11, 45, 0, 0]
portugal	european_space_agency	Portugal	European Space Agency	11.0000	17.3638	[0, 3, 41, 0]
ernest_hemingway	mali	Ernest Hemingway	Mali	11.0000	15.7003	[5, 1, 38, 0]
thurgood_marshall	lionel_messi	Thurgood Marshall	Lionel Messi	11.0000	20.5329	[52, 0, 3, 0, 0]
new_zealand	lufthansa	New Zealand	Lufthansa	10.8000	10.3808	[1, 16, 0, 9, 28]
tony_blair	panama	Tony Blair	Panama	10.8000	14.0769	[9, 38, 0, 7, 0]
brazil	fc_barcelona	Brazil	FC Barcelona	10.7500	13.4792	[0, 33, 0, 10]
delhi	new_york_mercantile_exchange	Delhi	New York Mercantile Exchange	10.5000	17.6139	[1, 0, 41, 0]
elizabeth_ii	antarctica	Elizabeth II	Antarctica	10.5000	17.0367	[1, 1, 40, 0]
antarctica	united_states_environmental_protection_agency	Antarctica	United States Environmental Protection Agency	10.5000	15.9609	[0, 4, 0, 38]
barack_obama	europe	Barack Obama	Europe	10.5000	12.1758	[8, 31, 0, 3]
paypal	london_school_of_economics	PayPal	London School of Economics	10.4000	17.0012	[7, 1, 0, 44, 0]
karl_lagerfeld	lord_byron	Karl Lagerfeld	Lord Byron	10.4000	12.9707	[0, 33, 0, 17, 2]
queen_victoria	paris	Queen Victoria	Paris	10.2500	17.7535	[0, 0, 0, 41]
julius_caesar	austria	Julius Caesar	Austria	10.2500	13.4048	[0, 1, 33, 7]
stone_cold_steve_austin	manchester_city_f.c.	Stone Cold Steve Austin	Manchester City F.C.	10.2000	12.4964	[26, 25, 0, 0, 0]
bram_stoker	paris	Bram Stoker	Paris	10.0000	17.3205	[0, 40, 0, 0]
alfa_romeo	fc_barcelona	Alfa Romeo	FC Barcelona	9.8000	17.2093	[5, 44, 0, 0, 0]
silvio_berlusconi	european_court_of_human_rights	Silvio Berlusconi	European Court of Human Rights	9.8000	18.1152	[1, 2, 0, 0, 46]
european_space_agency	cornell_university_press	European Space Agency	Cornell University Press	9.7500	14.1488	[0, 34, 0, 5]
habitat_for_humanity	qualcomm	Habitat for Humanity	Qualcomm	9.7500	16.8875	[0, 0, 0, 39]
bill_clinton	small_business_administration	Bill Clinton	Small Business Administration	9.7500	16.8875	[0, 39, 0, 0]
moldova	indianapolis_colts	Moldova	Indianapolis Colts	9.5000	14.7394	[1, 2, 35, 0]
henry_viii_of_england	royal_australian_air_force	Henry VIII of England	Royal Australian Air Force	9.4000	14.4720	[6, 0, 3, 0, 38]
jimmy_carter	moscow_kremlin	Jimmy Carter	Moscow Kremlin	9.4000	14.7187	[0, 9, 38, 0, 0]
canada	american_civil_liberties_union	Canada	American Civil Liberties Union	9.2500	12.3161	[7, 30, 0, 0]
jimmy_carter	small_business_administration	Jimmy Carter	Small Business Administration	9.0000	15.5885	[0, 0, 0, 36]
berlin	university_of_oslo	Berlin	University of Oslo	9.0000	9.9499	[12, 0, 0, 24]
seoul	mount_sinai	Seoul	Mount Sinai	9.0000	9.6695	[0, 23, 0, 13]
nicholas_ii_of_russia	tajikistan	Nicholas II of Russia	Tajikistan	9.0000	10.6301	[0, 26, 0, 10]
jane_austen	british_airways	Jane Austen	British Airways	8.8000	16.1171	[1, 2, 0, 0, 41]
dalai_lama	tennessee_williams	Dalai Lama	Tennessee Williams	8.7500	11.4755	[0, 7, 28, 0]
nicholas_ii_of_russia	edgar_allan_poe	Nicholas II of Russia	Edgar Allan Poe	8.6000	16.2185	[2, 0, 0, 0, 41]
los_angeles	national_collegiate_athletic_association	Los Angeles	National Collegiate Athletic Association	8.5000	14.7224	[0, 34, 0, 0]
richard_feynman	university_of_tehran	Richard Feynman	University of Tehran	8.4000	9.5833	[6, 0, 26, 10, 0]
david_tennant	royal_shakespeare_company	David Tennant	Royal Shakespeare Company	8.2500	14.2894	[0, 0, 33, 0]
mauretania	st._louis_cardinals	Mauretania	St. Louis Cardinals	8.2500	12.0286	[3, 1, 29, 0]
thurgood_marshall	united_states_environmental_protection_agency	Thurgood Marshall	United States Environmental Protection Agency	8.2000	9.6623	[3, 0, 13, 25, 0]
south_america	spanish_armed_forces	South America	Spanish Armed Forces	8.2000	7.7305	[0, 0, 15, 7, 19]
lord_byron	muhammad_ali	Lord Byron	Muhammad Ali	8.2000	15.9047	[40, 0, 1, 0, 0]
dupont	miller_brewing_company	DuPont	Miller Brewing Company	8.0000	13.2853	[0, 31, 0, 1]
vienna	german_army	Vienna	German Army	8.0000	8.4853	[20, 0, 12, 0]
indonesia_museum	sparta	Indonesia Museum	Sparta	8.0000	11.6619	[0, 30, 0, 0, 10]
australia	palace_of_versailles	Australia	Palace of Versailles	8.0000	6.5727	[12, 2, 18, 0, 8]
sierra_leone	university_of_glasgow	Sierra Leone	University of Glasgow	8.0000	5.8737	[0, 5, 12, 15]
mount_vesuvius	north_korea	Mount vesuvius	North Korea	7.8000	13.6880	[4, 0, 0, 0, 35]
bell_hooks	national_endowment_for_the_arts	bell hooks	National Endowment for the Arts	7.7500	13.4234	[0, 0, 31, 0]
angela_merkel	united_states	Angela Merkel	United States	7.7500	5.1174	[14, 0, 7, 10]
seoul	the_louvre	Seoul	The Louvre	7.7000	10.5835	[17, 9, 6, 35, 0, 1, 0, 0, 9, 0]
los_angeles	pearl_river_(china)	Los Angeles	Pearl River (China)	7.6000	9.3081	[9, 4, 0, 25, 0]
jimi_hendrix	angelina_jolie	Jimi Hendrix	Angelina Jolie	7.5000	8.6168	[0, 9, 0, 21]
