Term1	Term2	String1	String2	Mean	StdDev	RawScores
mayo_clinic	mcdonald's	Mayo Clinic	McDonald's	7.5000	8.6168	[9, 0, 0, 21]
ivan_the_terrible	george_carlin	Ivan the Terrible	George Carlin	7.4000	13.3507	[3, 0, 0, 0, 34]
blue_ridge_mountains	chelsea_f.c.	Blue Ridge Mountains	Chelsea F.C.	7.2500	10.3047	[1, 3, 25, 0]
mount_etna	alfa_romeo	Mount Etna	Alfa Romeo	7.2500	9.4174	[0, 6, 23, 0]
rome	mercedes-benz	Rome	Mercedes-Benz	7.2500	8.2272	[0, 9, 0, 20]
himeji_castle	euphrates	Himeji Castle	Euphrates	7.2500	12.5574	[0, 0, 0, 29]
mcdonald's	dow_chemical_company	McDonald's	Dow Chemical Company	7.0000	8.5732	[21, 0, 7, 0]
cnn	international_atomic_energy_agency	CNN	International Atomic Energy Agency	7.0000	12.1244	[0, 0, 0, 28]
indian_air_force	new_york_city_ballet	Indian Air Force	New York City Ballet	6.8000	13.6000	[0, 0, 0, 0, 34]
nikolai_rimsky-korsakov	social_security_administration	Nikolai Rimsky-Korsakov	Social Security Administration	6.8000	13.6000	[0, 0, 0, 34, 0]
miles_davis	mississippi_river	Miles Davis	Mississippi River	6.8000	13.6000	[0, 0, 34, 0, 0]
mexico_city	spanish_navy	Mexico City	Spanish Navy	6.8000	10.0876	[0, 8, 0, 26, 0]
stephen_colbert	united_states_environmental_protection_agency	Stephen Colbert	United States Environmental Protection Agency	6.7500	11.6913	[27, 0, 0, 0]
taylor_swift	facebook	Taylor Swift	Facebook	6.7500	7.4624	[18, 0, 9, 0]
martha_stewart	gautama_buddha	Martha Stewart	Gautama Buddha	6.7500	6.7593	[14, 0, 0, 13]
bill_gates	dow_chemical_company	Bill Gates	Dow Chemical Company	6.6000	8.3809	[2, 0, 9, 22, 0]
blue_ridge_mountains	cnn	Blue Ridge Mountains	CNN	6.4000	9.8509	[1, 3, 2, 26, 0]
napoleon	dominican_republic	Napoleon	Dominican Republic	6.2000	11.4088	[1, 29, 0, 1, 0]
africa	italian_army	Africa	Italian Army	6.0000	6.6332	[8, 0, 0, 16]
mount_etna	national_labor_relations_board	Mount Etna	National Labor Relations Board	6.0000	12.0000	[0, 0, 0, 30, 0]
yandang_mountains	people's_liberation_army	Yandang Mountains	People's Liberation Army	6.0000	10.3923	[0, 0, 24, 0]
gary_oldman	rumi	Gary Oldman	Rumi	6.0000	8.2462	[0, 4, 20, 0]
danielle_steel	lithuania	Danielle Steel	Lithuania	6.0000	6.0000	[0, 0, 12, 12]
beijing	european_court_of_human_rights	Beijing	European Court of Human Rights	6.0000	9.8234	[0, 1, 23, 0]
tom_brady	forbidden_city	Tom Brady	Forbidden City	5.8000	8.2559	[0, 3, 4, 22, 0]
americorps	university_of_glasgow	AmeriCorps	University of Glasgow	5.8000	7.4404	[0, 11, 0, 0, 18]
american_heart_association	google	American Heart Association	Google	5.8000	11.1068	[0, 1, 0, 28, 0]
united_states_department_of_agriculture	boston_pops_orchestra	United States Department of Agriculture	Boston Pops Orchestra	5.8000	10.6094	[1, 1, 0, 27, 0]
new_delhi	liberia	New Delhi	Liberia	5.7500	9.9593	[23, 0, 0, 0]
abraham_lincoln	asia	Abraham Lincoln	Asia	5.7500	7.1545	[3, 2, 18, 0]
kim_jong-il	international_olympic_committee	Kim Jong-il	International Olympic Committee	5.7500	9.9593	[0, 0, 23, 0]
magnus_v_of_norway	ringo_starr	Magnus V of Norway	Ringo Starr	5.6000	10.7070	[1, 0, 0, 0, 27]
hamburg	university_of_toronto	Hamburg	University of Toronto	5.6000	5.9532	[3, 10, 15, 0, 0]
akira_kurosawa	la_galaxy	Akira Kurosawa	LA Galaxy	5.5000	9.5263	[0, 0, 22, 0]
anton_chekhov	museo_del_prado	Anton Chekhov	Museo del Prado	5.5000	9.5263	[0, 22, 0, 0]
cairo	cirque_du_soleil	Cairo	Cirque du Soleil	5.5000	7.3993	[18, 0, 4, 0]
lionel_messi	albania	Lionel Messi	Albania	5.5000	9.5263	[0, 0, 0, 22]
pythagoras	stanford_university	Pythagoras	Stanford University	5.4000	6.9742	[10, 0, 0, 0, 17]
rosario_dawson	cuba	Rosario Dawson	Cuba	5.4000	6.6813	[0, 12, 0, 15, 0]
edinburgh	european_space_agency	Edinburgh	European Space Agency	5.4000	10.8000	[27, 0, 0, 0, 0]
louis_xiv_of_france	mississippi_river	Louis XIV of France	Mississippi River	5.4000	7.9145	[3, 3, 0, 21, 0]
small_business_administration	vienna_philharmonic	Small Business Administration	Vienna Philharmonic	5.2500	9.0933	[0, 0, 0, 21]
barack_obama	taylor_swift	Barack Obama	Taylor Swift	5.2500	5.5396	[13, 0, 8, 0]
hammurabi_i	christ	Hammurabi i	Jesus	5.0000	7.0356	[0, 0, 3, 17]
bhutan	forbidden_city	Bhutan	Forbidden City	5.0000	7.5498	[2, 0, 18, 0]
hammurabi_i	syria	Hammurabi i	Syria	5.0000	8.6603	[0, 0, 20, 0]
shanghai	boeing	Shanghai	Boeing	5.0000	7.5498	[18, 0, 2, 0]
cao_cao	gautama_buddha	Cao Cao	Gautama Buddha	5.0000	8.6603	[20, 0, 0, 0]
iran	river_thames	Iran	River Thames	5.0000	8.6603	[0, 0, 0, 20]
ludwig_van_beethoven	rosa_parks	Ludwig van Beethoven	Rosa Parks	4.8000	6.1774	[0, 9, 0, 0, 15]
phoenix_suns	conagra_foods	Phoenix Suns	ConAgra Foods	4.8000	6.4000	[0, 8, 16, 0, 0]
justin_bieber	sophocles	Justin Bieber	Sophocles	4.7500	5.7173	[0, 5, 14, 0]
mount_kenya	university_of_oxford	Mount Kenya	University of Oxford	4.7500	6.1390	[0, 4, 0, 15]
russia	american_ballet_theatre	Russia	American Ballet Theatre	4.7500	6.6097	[0, 3, 16, 0]
gautama_buddha	vatican_hill	Gautama Buddha	Vatican Hill	4.7500	8.2272	[0, 0, 19, 0]
italy	national_endowment_for_the_arts	Italy	National Endowment for the Arts	4.6000	4.0299	[5, 9, 0, 9, 0]
cher	mozambique	Cher	Mozambique	4.6000	5.1225	[5, 4, 0, 14, 0]
himalayas	england	Himalayas	England	4.6000	4.9234	[0, 3, 13, 0, 7]
taylor_swift	lamborghini	Taylor Swift	Lamborghini	4.6000	7.7356	[1, 0, 2, 20, 0]
vladimir_lenin	london	Vladimir Lenin	London	4.5000	5.3151	[0, 0, 13, 5]
mikhail_gorbachev	libertarian_party	Mikhail Gorbachev	Libertarian Party	4.5000	7.7942	[0, 0, 0, 18]
george_w._bush	london	George W. Bush	London	4.5000	7.7942	[0, 0, 0, 18]
peter_o'toole	new_york_city	Peter O'Toole	New York City	4.5000	6.1847	[0, 15, 3, 0]
greenland	mcdonald's	Greenland	McDonald's	4.4000	8.3090	[0, 1, 0, 21, 0]
europe	electronic_frontier_foundation	Europe	Electronic Frontier Foundation	4.2500	5.1660	[0, 3, 13, 1]
federal_highway_administration	mcdonald's	Federal Highway Administration	McDonald's	4.2500	4.6030	[6, 0, 0, 11]
grand_canyon	federal_highway_administration	Grand Canyon	Federal Highway Administration	4.2500	7.3612	[0, 0, 0, 17]
national_museum_of_rome	matterhorn	National Roman Museum	Matterhorn	4.2500	5.3092	[0, 0, 13, 4]
alexander_hamilton	europe	Alexander Hamilton	Europe	4.2500	6.2600	[0, 2, 15, 0]
abhishek_bachchan	university_of_the_punjab	Abhishek Bachchan	University of the Punjab	4.2500	4.6030	[6, 0, 11, 0]
winston_churchill	alanis_morissette	Winston Churchill	Alanis Morissette	4.2000	5.2307	[0, 9, 12, 0, 0]
oliver_cromwell	london_symphony_orchestra	Oliver Cromwell	London Symphony Orchestra	4.2000	5.2307	[14, 0, 0, 2, 5]
gautama_buddha	south_korea	Gautama Buddha	South Korea	4.0000	6.9282	[0, 0, 0, 16]
united_airways	african_national_congress	United Airways	African National Congress	4.0000	7.5100	[0, 1, 19, 0, 0]
arjuna	frank_zappa	Arjuna	Frank Zappa	4.0000	4.2426	[6, 0, 10, 0]
nikolai_rimsky-korsakov	americorps	Nikolai Rimsky-Korsakov	AmeriCorps	4.0000	6.9282	[0, 0, 16, 0]
stone_cold_steve_austin	fiji	Stone Cold Steve Austin	Fiji	3.8000	7.1106	[0, 1, 0, 18, 0]
vienna_philharmonic	bbc_worldwide	Vienna Philharmonic	BBC Worldwide	3.7500	3.8971	[9, 0, 6, 0]
the_bahamas	bugatti	The Bahamas	Bugatti	3.7500	4.4931	[0, 0, 11, 4]
world_boxing_organization	european_space_agency	World Boxing Organization	European Space Agency	3.7500	4.1458	[0, 5, 0, 10]
karl_marx	manchester_united_f.c.	Karl Marx	Manchester United F.C.	3.6000	6.7112	[0, 1, 0, 17, 0]
ludwig_van_beethoven	bugatti	Ludwig van Beethoven	Bugatti	3.6000	6.2482	[0, 2, 0, 0, 16]
tony_blair	cameroon	Tony Blair	Cameroon	3.5000	6.0622	[0, 0, 14, 0]
serbia	florida_panthers	Serbia	Florida Panthers	3.4000	4.9234	[1, 3, 0, 13, 0]
italian_army	virgin_media	Italian Army	Virgin Media	3.2500	3.6997	[9, 0, 4, 0]
confucius	second_vatican_council	Confucius	Second Vatican Council	3.2500	3.4187	[0, 5, 0, 8]
fc_seoul	national_endowment_for_the_arts	F.C. Seoul	National Endowment for the Arts	3.2000	6.4000	[16, 0, 0, 0, 0]
queen_victoria	peter_o'toole	Queen Victoria	Peter O'Toole	3.0000	5.1962	[0, 0, 12, 0]
dwayne_johnson	national_collegiate_athletic_association	Dwayne Johnson	National Collegiate Athletic Association	3.0000	6.0000	[0, 0, 15, 0, 0]
ronald_reagan	catskill_mountains	Ronald Reagan	Catskill Mountains	3.0000	5.1962	[12, 0, 0, 0]
air_canada	samsung_electronics	Air Canada	Samsung Electronics	3.0000	3.6742	[9, 0, 3, 0]
ivan_the_terrible	technical_university_munich	Ivan the Terrible	Technical University Munich	3.0000	4.6368	[0, 11, 1, 0]
united_states	hezbollah	United States	Hezbollah	3.0000	4.6476	[3, 0, 12, 0, 0]
mahatma_gandhi	new_zealand	Mahatma Gandhi	New Zealand	2.8000	3.6551	[5, 0, 0, 9, 0]
burkina_faso	americorps	Burkina Faso	AmeriCorps	2.8000	3.4871	[0, 6, 8, 0, 0]
karl_marx	tsing_hua_university	Karl Marx	Tsinghua University	2.8000	5.1147	[13, 0, 1, 0, 0]
south_korea	mount_etna	South Korea	Mount Etna	2.8000	5.6000	[0, 0, 0, 14, 0]
brad_pitt	church_of_scientology	Brad Pitt	Church of Scientology	2.7500	4.7631	[0, 0, 0, 11]
zagreb	rocky_mountains	Zagreb	Rocky Mountains	2.7500	4.2057	[0, 1, 10, 0]
edmonton_oilers	united_nations_human_rights_council	Edmonton Oilers	United Nations Human Rights Council	2.7500	4.7631	[0, 0, 11, 0]
the_louvre	british_airways	The Louvre	British Airways	2.7500	4.7631	[0, 0, 11, 0]
aishwarya_rai	vatican_city	Aishwarya Rai	Vatican City	2.7500	3.2692	[8, 0, 3, 0]
groucho_marx	crimean_mountains	Groucho Marx	Crimean Mountains	2.6000	3.3823	[3, 9, 0, 0, 1]
martin_luther	north_america	Martin Luther	North America	2.5000	2.6926	[0, 2, 1, 7]
mahatma_gandhi	seoul	Mahatma Gandhi	Seoul	2.5000	2.5981	[0, 4, 0, 6]
frank_zappa	india	Frank Zappa	India	2.5000	4.3301	[0, 10, 0, 0]
cao_cao	george_clooney	Cao Cao	George Clooney	2.4000	2.9394	[6, 0, 0, 0, 6]
george_clooney	habitat_for_humanity	George Clooney	Habitat for Humanity	2.3333	4.3716	[0, 0, 0, 11, 0, 0, 0, 10, 0]
kim_jong-il	iran	Kim Jong-il	Iran	2.2500	3.3448	[0, 8, 1, 0]
europe	mississippi_river	Europe	Mississippi River	2.2500	2.4875	[6, 0, 3, 0]
wyoming	lebanon	Wyoming	Lebanon	2.2500	2.8614	[7, 2, 0, 0]
lagos	eton_college	Lagos	Eton College	2.2500	3.8971	[0, 0, 0, 9]
mississippi_river	moscow_kremlin	Mississippi River	Moscow Kremlin	2.2500	2.8614	[0, 7, 0, 2]
vienna_philharmonic	ferrari	Vienna Philharmonic	Ferrari	2.2000	2.8566	[4, 0, 0, 7, 0]
mexico_city	catskill_mountains	Mexico City	Catskill Mountains	2.2000	3.4871	[9, 0, 2, 0, 0]
julian_assange	afghanistan	Julian Assange	Afghanistan	2.0000	3.5214	[0, 0, 1, 0, 9]
nigeria	miller_brewing_company	Nigeria	Miller Brewing Company	2.0000	2.9155	[1, 0, 7, 0]
bhutan	new_york_mercantile_exchange	Bhutan	New York Mercantile Exchange	2.0000	3.4641	[0, 0, 8, 0]
leonard_nimoy	himeji_castle	Leonard Nimoy	Himeji Castle	2.0000	3.4641	[0, 0, 0, 8]
palace_of_versailles	cairo	Palace of Versailles	Cairo	2.0000	2.0000	[0, 4, 4, 0]
angela_merkel	moscow	Angela Merkel	Moscow	2.0000	2.4495	[0, 2, 0, 6]
j._r._r._tolkien	london_school_of_economics	J.R.R. Tolkien	London School of Economics	2.0000	2.9155	[0, 7, 1, 0]
south_korea	university_of_cambridge	South Korea	University of Cambridge	2.0000	3.4641	[0, 0, 0, 8]
athens	national_security_agency	Athens	National Security Agency	2.0000	2.1213	[0, 3, 0, 5]
african_national_congress	air_canada	African National Congress	Air Canada	2.0000	2.1213	[5, 0, 3, 0]
queen_victoria	antonio_banderas	Queen Victoria	Antonio Banderas	2.0000	3.4641	[8, 0, 0, 0]
mikhail_gorbachev	edinburgh	Mikhail Gorbachev	Edinburgh	2.0000	3.0984	[0, 0, 8, 2, 0]
mahatma_gandhi	north_korea	Mahatma Gandhi	North Korea	2.0000	3.4641	[0, 0, 0, 8]
magnus_v_of_norway	chelsea_f.c.	Magnus V of Norway	Chelsea F.C.	2.0000	2.7568	[7, 0, 0, 0, 3]
ukraine	phoenix_suns	Ukraine	Phoenix Suns	1.8000	2.2271	[5, 0, 4, 0, 0]
mauretania	ohio_state_university	Mauretania	Ohio State University	1.8000	2.4000	[0, 6, 3, 0, 0]
colorado_river	royal_geographical_society	Colorado River	Royal Geographical Society	1.8000	3.6000	[0, 0, 9, 0, 0]
oscar_wilde	british_airways	Oscar Wilde	British Airways	1.7500	3.0311	[0, 0, 7, 0]
pfizer	manchester_united_f.c.	Pfizer	Manchester United F.C.	1.7500	2.4875	[0, 6, 1, 0]
colin_firth	warsaw	Colin Firth	Warsaw	1.7500	3.0311	[0, 0, 7, 0]
paris_saint-germain_f.c.	church_of_scientology	Paris Saint-Germain F.C.	Church of Scientology	1.7500	2.4875	[1, 0, 0, 6]
odysseus	norway	Odysseus	Norway	1.7500	2.4875	[6, 0, 0, 1]
portugal	catskill_mountains	Portugal	Catskill Mountains	1.6000	1.3565	[3, 3, 2, 0, 0]
cameroon	chicago_police_department	Cameroon	Chicago Police Department	1.6000	2.3324	[0, 0, 2, 0, 6]
michael_jordan	world_boxing_organization	Michael Jordan	World Boxing Organization	1.6000	2.0591	[0, 3, 0, 5, 0]
rocky_mountains	united_states_army	Rocky Mountains	United States Army	1.5000	2.5981	[0, 6, 0, 0]
charles_babbage	samsung_electronics	Charles Babbage	Samsung Electronics	1.5000	2.0616	[0, 5, 1, 0]
hirohito	burkina_faso	Hirohito	Burkina Faso	1.5000	2.5981	[0, 0, 0, 6]
florida_panthers	social_security_administration	Florida Panthers	Social Security Administration	1.5000	2.0616	[0, 1, 0, 5]
mexico_city	yangtze_river	Mexico City	Yangtze	1.5000	2.5981	[0, 0, 6, 0]
shanghai_art_museum	catskill_mountains	Shanghai art museum	Catskill Mountains	1.5000	2.5981	[0, 0, 6, 0]
daniel_radcliffe	berlin	Daniel Radcliffe	Berlin	1.5000	2.5981	[0, 6, 0, 0]
joseph_stalin	river_thames	Joseph Stalin	River Thames	1.5000	2.0616	[5, 0, 1, 0]
archimedes	vatican_hill	Archimedes	Vatican Hill	1.5000	1.6583	[0, 4, 0, 2]
karl_marx	south_america	Karl Marx	South America	1.2500	2.1651	[0, 5, 0, 0]
the_church_of_jesus_christ_of_latter-day_saints	university_of_tehran	The Church of Jesus Christ of Latter-day Saints	University of Tehran	1.2500	1.2990	[0, 2, 0, 3]
cao_cao	tom_brady	Cao Cao	Tom Brady	1.2500	1.2990	[3, 0, 2, 0]
francis_of_assisi	ringo_starr	Francis of Assisi	Ringo Starr	1.2500	1.2990	[0, 3, 2, 0]
tom_clancy	north_korea	Tom Clancy	North Korea	1.2500	2.1651	[0, 0, 5, 0]
richard_nixon	canada	Richard Nixon	Canada	1.2500	1.6394	[0, 4, 1, 0]
fc_dynamo_voronezh	soviet_armed_forces	F.C. Dynamo Voronezh	Soviet Armed Forces	1.2500	2.1651	[0, 5, 0, 0]
vatican_hill	habitat_for_humanity	Vatican Hill	Habitat for Humanity	1.2500	2.1651	[0, 0, 5, 0]
jon_stewart	miller_brewing_company	Jon Stewart	Miller Brewing Company	1.2000	2.4000	[0, 0, 6, 0, 0]
alcoholics_anonymous	ukrainian_premier_league	Alcoholics Anonymous	Ukrainian Premier League	1.2000	1.6000	[0, 2, 4, 0, 0]
sparta	pfizer	Sparta	Pfizer	1.2000	2.4000	[6, 0, 0, 0, 0]
sudan	american_ballet_theatre	Sudan	American Ballet Theatre	1.0000	1.7321	[0, 0, 0, 4]
george_carlin	spanish_armed_forces	George Carlin	Spanish Armed Forces	1.0000	1.0954	[1, 3, 0, 0, 1]
bell_hooks	pfizer	bell hooks	Pfizer	1.0000	1.7321	[0, 0, 0, 4]
oliver_cromwell	tumblr	Oliver Cromwell	Tumblr	1.0000	1.0954	[1, 3, 0, 0, 1]
yangtze_river	university_of_notre_dame	Yangtze	University of Notre Dame	1.0000	1.2247	[0, 3, 1, 0]
groucho_marx	fiji	Groucho Marx	Fiji	1.0000	1.7321	[4, 0, 0, 0]
johann_sebastian_bach	nicholas_ii_of_russia	Johann Sebastian Bach	Nicholas II of Russia	1.0000	1.7321	[4, 0, 0, 0]
abraham_lincoln	world_economic_forum	Abraham Lincoln	World Economic Forum	1.0000	1.7321	[4, 0, 0, 0]
palace_of_versailles	ohio_state_university	Palace of Versailles	Ohio State University	1.0000	1.2247	[0, 1, 3, 0]
sachin_tendulkar	stanford_university	Sachin Tendulkar	Stanford University	1.0000	1.7321	[0, 4, 0, 0]
rijksmuseum	antarctica	Rijksmuseum	Antarctica	1.0000	1.7321	[4, 0, 0, 0]
spanish_armed_forces	pfizer	Spanish Armed Forces	Pfizer	1.0000	1.7321	[0, 4, 0, 0]
albania	european_space_agency	Albania	European Space Agency	1.0000	1.7321	[0, 0, 4, 0]
jimi_hendrix	miller_brewing_company	Jimi Hendrix	Miller Brewing Company	0.8000	1.6000	[4, 0, 0, 0, 0]
j._k._rowling	italy	J. K. Rowling	Italy	0.8000	1.6000	[4, 0, 0, 0, 0]
gustav_mahler	fc_seoul	Gustav Mahler	F.C. Seoul	0.8000	1.6000	[0, 0, 0, 0, 4]
american_civil_liberties_union	united_states_department_of_agriculture	American Civil Liberties Union	United States Department of Agriculture	0.7500	1.2990	[0, 3, 0, 0]
china	cnn	China	CNN	0.7500	1.2990	[0, 0, 0, 3]
ferdinand_vii_of_spain	tiger_woods	Ferdinand VII of Spain	Tiger Woods	0.7500	0.8292	[0, 2, 0, 1]
tiger_woods	yangtze_river	Tiger Woods	Yangtze	0.7500	1.2990	[0, 0, 3, 0]
george_clooney	shanghai_sharks	George Clooney	Shanghai Sharks	0.7500	1.2990	[0, 0, 0, 3]
crimean_mountains	international_atomic_energy_agency	Crimean Mountains	International Atomic Energy Agency	0.7500	1.2990	[0, 3, 0, 0]
alanis_morissette	china	Alanis Morissette	China	0.7500	1.2990	[0, 0, 0, 3]
edmonton_oilers	dow_chemical_company	Edmonton Oilers	Dow Chemical Company	0.7500	0.8292	[0, 2, 1, 0]
ramesses_ii	leicester_city_f.c.	Ramesses II	Leicester City F.C.	0.7500	1.2990	[0, 0, 0, 3]
grand_canyon	miller_brewing_company	Grand Canyon	Miller Brewing Company	0.7500	1.2990	[0, 3, 0, 0]
busta_rhymes	conagra_foods	Busta Rhymes	ConAgra Foods	0.6000	1.2000	[3, 0, 0, 0, 0]
qin_shi_huang	barbados	Qin Shi Huang	Barbados	0.6000	0.4899	[1, 1, 1, 0, 0]
sandra_day_o'connor	indian_institute_of_technology_delhi	Sandra Day O'Connor	Indian Institute of Technology Delhi	0.6000	0.8000	[1, 0, 2, 0, 0]
tom_clancy	afghanistan	Tom Clancy	Afghanistan	0.6000	0.8000	[2, 0, 0, 0, 1]
elvis_presley	delhi	Elvis Presley	Delhi	0.6000	1.2000	[3, 0, 0, 0, 0]
karl_marx	fc_dynamo_voronezh	Karl Marx	F.C. Dynamo Voronezh	0.6000	0.8000	[0, 1, 0, 0, 2]
queen_victoria	syria	Queen Victoria	Syria	0.6000	0.8000	[1, 0, 2, 0, 0]
frederick_i,_holy_roman_emperor	danielle_steel	Frederick I, Holy Roman Emperor	Danielle Steel	0.5000	0.5000	[0, 1, 0, 1]
michael_jackson	ferrari	Michael Jackson	Ferrari	0.5000	0.8660	[0, 2, 0, 0]
social_security_administration	german_army	Social Security Administration	German Army	0.5000	0.8660	[0, 2, 0, 0]
catherine_the_great	paypal	Catherine the Great	PayPal	0.5000	0.8660	[0, 2, 0, 0]
achilles	university_of_north_carolina_at_greensboro	Achilles	University of North Carolina at Greensboro	0.5000	0.8660	[0, 2, 0, 0]
peru	mercedes-benz	Peru	Mercedes-Benz	0.5000	0.8660	[0, 0, 0, 2]
martin_van_buren	united_states_department_of_homeland_security	Martin van Buren	United States Department of Homeland Security	0.5000	0.8660	[2, 0, 0, 0]
tennessee_williams	indian_space_research_organisation	Tennessee Williams	Indian Space Research Organisation	0.5000	0.5000	[0, 1, 0, 1]
virgil	federal_highway_administration	Virgil	Federal Highway Administration	0.5000	0.8660	[0, 0, 2, 0]
harvard_law_school	green_party	Harvard Law School	Green Party	0.5000	0.8660	[2, 0, 0, 0]
child_protective_services	german_navy	Child Protective Services	German Navy	0.5000	0.8660	[0, 0, 2, 0]
john_mccain	grand_canyon	John McCain	Grand Canyon	0.4000	0.8000	[0, 2, 0, 0, 0]
rumi	alfa_romeo	Rumi	Alfa Romeo	0.4000	0.8000	[0, 0, 2, 0, 0]
uzbekistan	shanghai_sharks	Uzbekistan	Shanghai Sharks	0.4000	0.4899	[1, 0, 1, 0, 0]
yasser_arafat	edmonton_oilers	Yasser Arafat	Edmonton Oilers	0.4000	0.8000	[2, 0, 0, 0, 0]
richard_feynman	paris-sorbonne_university	Richard Feynman	Paris-Sorbonne University	0.2500	0.4330	[0, 1, 0, 0]
nefertiti	university_of_copenhagen	Nefertiti	University of Copenhagen	0.2500	0.4330	[0, 0, 1, 0]
green_party	memorial_sloan_kettering_cancer_center	Green Party	Memorial Sloan Kettering Cancer Center	0.2500	0.4330	[0, 0, 1, 0]
fred_astaire	nepal	Fred Astaire	Nepal	0.2500	0.4330	[0, 1, 0, 0]
karachi	edmonton_oilers	Karachi	Edmonton Oilers	0.2500	0.4330	[0, 0, 0, 1]
ernest_hemingway	oceania	Ernest Hemingway	Oceania	0.2500	0.4330	[0, 1, 0, 0]
archimedes	chicago_mercantile_exchange	Archimedes	Chicago Mercantile Exchange	0.2500	0.4330	[0, 0, 0, 1]
michelangelo	mississippi_river	Michelangelo	Mississippi River	0.2000	0.4000	[0, 0, 1, 0, 0]
silvio_berlusconi	portugal	Silvio Berlusconi	Portugal	0.0000	0.0000	[0, 0, 0, 0]
michael_jordan	kosovo	Michael Jordan	Kosovo	0.0000	0.0000	[0, 0, 0, 0]
matterhorn	alcoholics_anonymous	Matterhorn	Alcoholics Anonymous	0.0000	0.0000	[0, 0, 0, 0]
lady_gaga	iraq	Lady Gaga	Iraq	0.0000	0.0000	[0, 0, 0, 0]
catskill_mountains	united_states_marine_corps	Catskill Mountains	United States Marine Corps	0.0000	0.0000	[0, 0, 0, 0]
sherlock_holmes	united_states	Sherlock Holmes	United States	0.0000	0.0000	[0, 0, 0, 0]
danielle_steel	international_atomic_energy_agency	Danielle Steel	International Atomic Energy Agency	0.0000	0.0000	[0, 0, 0, 0]
university_of_the_punjab	tumblr	University of the Punjab	Tumblr	0.0000	0.0000	[0, 0, 0, 0]
miley_cyrus	italian_army	Miley Cyrus	Italian Army	0.0000	0.0000	[0, 0, 0, 0]
ukraine	international_atomic_energy_agency	Ukraine	International Atomic Energy Agency	0.0000	0.0000	[0, 0, 0, 0]
william_shakespeare	aishwarya_rai	William Shakespeare	Aishwarya Rai	0.0000	0.0000	[0, 0, 0, 0]
bell_hooks	africa	bell hooks	Africa	0.0000	0.0000	[0, 0, 0, 0]
paris	the_church_of_jesus_christ_of_latter-day_saints	Paris	The Church of Jesus Christ of Latter-day Saints	0.0000	0.0000	[0, 0, 0, 0, 0]
facebook	university_of_toronto	Facebook	University of Toronto	0.0000	0.0000	[0, 0, 0, 0]
kim_jong-il	bbc_worldwide	Kim Jong-il	BBC Worldwide	0.0000	0.0000	[0, 0, 0, 0]
royal_geographical_society	child_protective_services	Royal Geographical Society	Child Protective Services	0.0000	0.0000	[0, 0, 0, 0]
martin_van_buren	stone_cold_steve_austin	Martin van Buren	Stone Cold Steve Austin	0.0000	0.0000	[0, 0, 0, 0]
mayo_clinic	united_nations_security_council	Mayo Clinic	United Nations Security Council	0.0000	0.0000	[0, 0, 0, 0]
